Unnamed: 0,Qid,Question,Db_Id,hardness,Query Gold,Repeated,Query Generated,Most Frequent Query,Exact Match,Execution Accuracy
20,99,Find the name of the makers that produced some cars in the year of 1970?,car_1,extra,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,7,"SELECT DISTINCT cm.maker FROM car_makers cm JOIN cars_data cd ON cm.id = cd.id WHERE cd.year = 1970
SELECT DISTINCT cm.maker FROM car_makers cm JOIN cars_data cd ON cm.id = cd.id WHERE cd.year = 1970
SELECT DISTINCT cm.maker FROM car_makers cm JOIN cars_data cd ON cm.id = cd.id WHERE cd.year = 1970
SELECT DISTINCT cm.maker FROM car_makers cm JOIN cars_data cd ON cm.id = cd.id WHERE cd.year = 1970
SELECT DISTINCT cm.maker FROM car_makers cm JOIN cars_data cd ON cm.id = cd.id WHERE cd.year = 1970
SELECT DISTINCT cm.maker FROM car_makers cm JOIN cars_data cd ON cm.id = cd.id WHERE cd.year = 1970
SELECT DISTINCT cm.maker FROM car_makers cm JOIN cars_data cd ON cm.id = cd.id WHERE cd.year = 1970",SELECT DISTINCT cm.maker FROM car_makers cm JOIN cars_data cd ON cm.id = cd.id WHERE cd.year = 1970,0,0.0
21,265,Which cities do more than one employee under age 30 come from?,employee_hire_evaluation,medium,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,7,"SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1
SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1
SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1
SELECT city FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1
SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1
SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1
SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1",SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1,0,1.0
22,335,What the smallest version number and its template type code?,cre_Doc_Template_Mgt,medium,"SELECT min(Version_Number) ,  template_type_code FROM Templates",7,"SELECT MIN(version_number), template_type_code FROM templates GROUP BY template_type_code
SELECT MIN(version_number), template_type_code FROM templates GROUP BY template_type_code
SELECT MIN(version_number), template_type_code FROM templates GROUP BY template_type_code
SELECT MIN(version_number), template_type_code FROM templates JOIN ref_template_types ON templates.template_type_code = ref_template_types.template_type_code
SELECT MIN(version_number), template_type_code FROM templates GROUP BY template_type_code
SELECT MIN(version_number), template_type_code FROM templates JOIN ref_template_types ON templates.template_type_code = ref_template_types.template_type_code
SELECT MIN(version_number), template_type_code FROM templates GROUP BY template_type_code","SELECT MIN(version_number), template_type_code FROM templates GROUP BY template_type_code",0,0.0
23,263,What is the number of employees from each city?,employee_hire_evaluation,medium,"SELECT count(*) ,  city FROM employee GROUP BY city",7,"SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city
SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city
SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city
SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city
SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city
SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city
SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city","SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city",0,0.0
24,115,How many car models are produced in the usa?,car_1,hard,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,7,"SELECT COUNT(*) FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.country = 'USA'
SELECT COUNT(DISTINCT model_list.model) AS car_models_in_usa FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.country = 'usa'
SELECT COUNT(DISTINCT model_list.model) AS car_models_in_usa FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.country = 'usa'
SELECT COUNT(DISTINCT model_list.model) AS car_models_in_usa FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.country = 'usa'
SELECT COUNT(DISTINCT model_list.model) AS car_models_in_usa FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.country = 'usa'
SELECT COUNT(DISTINCT model_list.model) AS car_models_in_usa FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.country = 'usa'
SELECT COUNT(DISTINCT model_list.model) AS car_models_in_usa FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.country = 'usa'",SELECT COUNT(DISTINCT model_list.model) AS car_models_in_usa FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.country = 'usa',0,0.0
25,332,Return the type code of the template type that the most templates belong to.,cre_Doc_Template_Mgt,hard,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,7,"SELECT template_type_code, COUNT(*) AS type_count FROM templates GROUP BY template_type_code ORDER BY type_count DESC LIMIT 1
SELECT template_type_code, COUNT(*) AS type_count FROM templates GROUP BY template_type_code ORDER BY type_count DESC LIMIT 1
SELECT template_type_code, COUNT(*) AS type_count FROM templates GROUP BY template_type_code ORDER BY type_count DESC LIMIT 1
SELECT template_type_code, COUNT(*) AS type_count FROM templates GROUP BY template_type_code ORDER BY type_count DESC LIMIT 1
SELECT template_type_code, COUNT(*) AS type_count FROM templates GROUP BY template_type_code ORDER BY type_count DESC LIMIT 1
SELECT template_type_code, COUNT(*) AS type_count FROM templates GROUP BY template_type_code ORDER BY type_count DESC LIMIT 1
SELECT template_type_code, COUNT(*) as type_count FROM templates GROUP BY template_type_code ORDER BY type_count DESC LIMIT 1","SELECT template_type_code, COUNT(*) AS type_count FROM templates GROUP BY template_type_code ORDER BY type_count DESC LIMIT 1",0,0.0
26,180,What country is Jetblue Airways affiliated with?,flight_2,easy,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",7,"SELECT country FROM airlines WHERE airline = 'Jetblue Airways'
SELECT country FROM airlines WHERE airline = 'Jetblue Airways'
SELECT country FROM airlines WHERE airline = 'Jetblue Airways'
SELECT country FROM airlines WHERE airline = 'Jetblue Airways'
SELECT country FROM airlines WHERE airline = 'Jetblue Airways'
SELECT country FROM airlines WHERE airline = 'Jetblue Airways'
SELECT country FROM airlines WHERE airline = 'Jetblue Airways'",SELECT country FROM airlines WHERE airline = 'Jetblue Airways',True,0.0
27,108,What is the name of the country with the most car makers?,car_1,extra,SELECT T2.CountryName FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId GROUP BY T1.Country ORDER BY Count(*) DESC LIMIT 1;,7,"SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country GROUP BY countryname ORDER BY COUNT(maker) DESC LIMIT 1
SELECT countryname  FROM countries  JOIN car_makers ON countries.countryid = car_makers.country  GROUP BY country  ORDER BY COUNT(*) DESC  LIMIT 1
SELECT countryname  FROM countries  JOIN car_makers ON countries.countryid = car_makers.country  GROUP BY country  ORDER BY COUNT(*) DESC  LIMIT 1
SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country GROUP BY countryname ORDER BY COUNT(maker) DESC LIMIT 1
SELECT countryname  FROM countries  JOIN car_makers ON countries.countryid = car_makers.country  GROUP BY country  ORDER BY COUNT(*) DESC  LIMIT 1
SELECT countryname  FROM countries  JOIN car_makers ON countries.countryid = car_makers.country  GROUP BY country  ORDER BY COUNT(*) DESC  LIMIT 1
SELECT countryname  FROM countries  JOIN car_makers ON countries.countryid = car_makers.country  GROUP BY country  ORDER BY COUNT(*) DESC  LIMIT 1",SELECT countryname  FROM countries  JOIN car_makers ON countries.countryid = car_makers.country  GROUP BY country  ORDER BY COUNT(*) DESC  LIMIT 1,0,1.0
28,286,Which shops run with no employees? Find the shop names,employee_hire_evaluation,hard,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),7,"SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL",SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL,0,1.0
29,741,Give the name of the nation that uses the greatest amount of languages.,world_1,extra,SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.code ORDER BY COUNT(countrylanguage.language) DESC LIMIT 1
SELECT name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.code ORDER BY COUNT(countrylanguage.language) DESC LIMIT 1
SELECT name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.code ORDER BY COUNT(countrylanguage.language) DESC LIMIT 1
SELECT name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.code ORDER BY COUNT(countrylanguage.language) DESC LIMIT 1
SELECT name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.code ORDER BY COUNT(countrylanguage.language) DESC LIMIT 1
SELECT name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.code ORDER BY COUNT(countrylanguage.language) DESC LIMIT 1
SELECT name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.code ORDER BY COUNT(countrylanguage.language) DESC LIMIT 1",SELECT name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.code ORDER BY COUNT(countrylanguage.language) DESC LIMIT 1,0,0.0
30,762,"Find the name, population and expected life length of asian country with the largest area?",world_1,hard,"SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  ""Asia"" ORDER BY SurfaceArea DESC LIMIT 1",7,"SELECT name, population, lifeexpectancy FROM country WHERE continent = 'Asia' ORDER BY surfacearea DESC LIMIT 1
SELECT name, population, lifeexpectancy FROM country WHERE continent = 'Asia' ORDER BY surfacearea DESC LIMIT 1
SELECT name, population, lifeexpectancy FROM country WHERE continent = 'Asia' ORDER BY surfacearea DESC LIMIT 1
SELECT name, population, lifeexpectancy FROM country WHERE continent = 'Asia' ORDER BY surfacearea DESC LIMIT 1
SELECT name, population, lifeexpectancy FROM country WHERE continent = 'Asia' ORDER BY surfacearea DESC LIMIT 1
SELECT name, population, lifeexpectancy FROM country WHERE continent = 'Asia' ORDER BY surfacearea DESC LIMIT 1
SELECT name, population, lifeexpectancy FROM country WHERE continent = 'Asia' ORDER BY surfacearea DESC LIMIT 1","SELECT name, population, lifeexpectancy FROM country WHERE continent = 'Asia' ORDER BY surfacearea DESC LIMIT 1",True,1.0
31,515,Which department offers the most number of degrees? List department name and id.,student_transcripts_tracking,extra,"SELECT T2.department_name ,  T1.department_id FROM Degree_Programs AS T1 JOIN Departments AS T2 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id ORDER BY count(*) DESC LIMIT 1",7,"SELECT department_name, department_id FROM departments ORDER BY (SELECT COUNT(*) FROM degree_programs WHERE departments.department_id = degree_programs.department_id) DESC LIMIT 1
SELECT department_name, department_id FROM departments ORDER BY (SELECT COUNT(*) FROM degree_programs WHERE departments.department_id = degree_programs.department_id) DESC LIMIT 1
SELECT department_name, department_id FROM departments ORDER BY (     SELECT COUNT(*)     FROM degree_programs     WHERE degree_programs.department_id = departments.department_id ) DESC LIMIT 1
SELECT department_name, department_id FROM departments ORDER BY (SELECT COUNT(*) FROM degree_programs WHERE departments.department_id = degree_programs.department_id) DESC LIMIT 1
SELECT department_name, department_id FROM departments ORDER BY (SELECT COUNT(*) FROM degree_programs WHERE departments.department_id = degree_programs.department_id) DESC LIMIT 1
SELECT department_name, department_id FROM departments ORDER BY (SELECT COUNT(*) FROM degree_programs WHERE departments.department_id = degree_programs.department_id) DESC LIMIT 1
SELECT department_name, department_id FROM departments ORDER BY (SELECT COUNT(*) FROM degree_programs WHERE departments.department_id = degree_programs.department_id) DESC LIMIT 1","SELECT department_name, department_id FROM departments ORDER BY (SELECT COUNT(*) FROM degree_programs WHERE departments.department_id = degree_programs.department_id) DESC LIMIT 1",0,1.0
32,326,Count the number of templates of the type CV.,cre_Doc_Template_Mgt,easy,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",7,"SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV'
SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV'
SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV'
SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV'
SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV'
SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV'
SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV'",SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV',True,1.0
33,362,What are the details for the paragraph that includes the text 'Korea ' ?,cre_Doc_Template_Mgt,medium,select other_details from paragraphs where paragraph_text like 'korea',7,"SELECT paragraph_id, document_id, paragraph_text, other_details  FROM paragraphs  WHERE paragraph_text LIKE '%Korea%'
SELECT paragraph_id, document_id, paragraph_text, other_details  FROM paragraphs  WHERE paragraph_text LIKE '%Korea%'
SELECT paragraph_id, document_id, paragraph_text, other_details  FROM paragraphs  WHERE paragraph_text LIKE '%Korea%'
SELECT paragraph_id, document_id, paragraph_text, other_details  FROM paragraphs  WHERE paragraph_text LIKE '%Korea%'
SELECT paragraph_id, document_id, paragraph_text, other_details  FROM paragraphs  WHERE paragraph_text LIKE '%Korea%'
SELECT paragraph_id, document_id, paragraph_text, other_details  FROM paragraphs  WHERE paragraph_text LIKE '%Korea%'
SELECT paragraph_id, document_id, paragraph_text, other_details  FROM paragraphs  WHERE paragraph_text LIKE '%Korea%'","SELECT paragraph_id, document_id, paragraph_text, other_details  FROM paragraphs  WHERE paragraph_text LIKE '%Korea%'",0,0.0
34,709,What is the continent name which Anguilla belongs to?,world_1,easy,"SELECT Continent FROM country WHERE Name  =  ""Anguilla""",7,"SELECT continent FROM country WHERE name = 'Anguilla'
SELECT continent FROM country WHERE name = 'Anguilla'
SELECT continent FROM country WHERE name = 'Anguilla'
SELECT continent FROM country WHERE name = 'Anguilla'
SELECT continent FROM country WHERE name = 'Anguilla'
SELECT continent FROM country WHERE name = 'Anguilla'
SELECT continent FROM country WHERE name = 'Anguilla'",SELECT continent FROM country WHERE name = 'Anguilla',True,1.0
35,138,What is the average edispl for all volvos?,car_1,medium,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,7,"SELECT AVG(edispl) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'Volvo'
SELECT AVG(edispl) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'Volvo'
SELECT AVG(edispl) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'Volvo'
SELECT AVG(edispl) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'Volvo'
SELECT AVG(edispl) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'Volvo'
SELECT AVG(edispl) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'Volvo'
SELECT AVG(edispl) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'Volvo'",SELECT AVG(edispl) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'Volvo',0,0.0
